# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 1.000000e+01
# lRef        : 4.000000e+00
# Aref        : 1.000000e+00
# CofR        : (3.500000e+00 0.000000e+00 0.000000e+00)
#
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
621           	-8.743505e-02	3.600686e-01	3.362785e-01	8.070418e-02	2.555743e-01
622           	-8.741353e-02	3.599892e-01	3.362471e-01	8.071004e-02	2.555371e-01
623           	-8.739210e-02	3.599102e-01	3.362159e-01	8.071588e-02	2.555001e-01
624           	-8.737068e-02	3.598313e-01	3.361848e-01	8.072171e-02	2.554631e-01
625           	-8.734918e-02	3.597520e-01	3.361535e-01	8.072755e-02	2.554259e-01
626           	-8.732770e-02	3.596727e-01	3.361222e-01	8.073338e-02	2.553888e-01
627           	-8.730635e-02	3.595941e-01	3.360911e-01	8.073919e-02	2.553519e-01
628           	-8.728498e-02	3.595154e-01	3.360600e-01	8.074503e-02	2.553150e-01
629           	-8.726352e-02	3.594363e-01	3.360288e-01	8.075088e-02	2.552779e-01
630           	-8.724216e-02	3.593576e-01	3.359977e-01	8.075669e-02	2.552410e-01
631           	-8.722073e-02	3.592785e-01	3.359665e-01	8.076250e-02	2.552040e-01
632           	-8.719940e-02	3.592000e-01	3.359354e-01	8.076829e-02	2.551671e-01
633           	-8.717808e-02	3.591214e-01	3.359043e-01	8.077407e-02	2.551302e-01
634           	-8.715668e-02	3.590425e-01	3.358731e-01	8.077987e-02	2.550932e-01
635           	-8.713538e-02	3.589640e-01	3.358421e-01	8.078565e-02	2.550564e-01
636           	-8.711401e-02	3.588852e-01	3.358109e-01	8.079144e-02	2.550195e-01
637           	-8.709273e-02	3.588069e-01	3.357799e-01	8.079722e-02	2.549827e-01
638           	-8.707146e-02	3.587285e-01	3.357489e-01	8.080300e-02	2.549459e-01
639           	-8.705011e-02	3.586498e-01	3.357178e-01	8.080878e-02	2.549090e-01
640           	-8.702887e-02	3.585716e-01	3.356868e-01	8.081454e-02	2.548723e-01
641           	-8.700763e-02	3.584934e-01	3.356558e-01	8.082029e-02	2.548355e-01
642           	-8.698632e-02	3.584148e-01	3.356247e-01	8.082603e-02	2.547987e-01
643           	-8.696502e-02	3.583363e-01	3.355936e-01	8.083178e-02	2.547618e-01
644           	-8.694385e-02	3.582584e-01	3.355627e-01	8.083750e-02	2.547252e-01
645           	-8.692266e-02	3.581803e-01	3.355318e-01	8.084325e-02	2.546886e-01
646           	-8.690139e-02	3.581019e-01	3.355008e-01	8.084901e-02	2.546518e-01
647           	-8.688021e-02	3.580240e-01	3.354699e-01	8.085475e-02	2.546152e-01
648           	-8.685895e-02	3.579456e-01	3.354389e-01	8.086048e-02	2.545784e-01
649           	-8.683780e-02	3.578677e-01	3.354080e-01	8.086619e-02	2.545418e-01
650           	-8.681666e-02	3.577899e-01	3.353771e-01	8.087190e-02	2.545052e-01
651           	-8.679544e-02	3.577117e-01	3.353461e-01	8.087761e-02	2.544685e-01
652           	-8.677424e-02	3.576336e-01	3.353151e-01	8.088331e-02	2.544318e-01
653           	-8.675316e-02	3.575560e-01	3.352843e-01	8.088900e-02	2.543953e-01
654           	-8.673207e-02	3.574783e-01	3.352535e-01	8.089470e-02	2.543588e-01
655           	-8.671089e-02	3.574003e-01	3.352226e-01	8.090042e-02	2.543222e-01
656           	-8.668981e-02	3.573227e-01	3.351918e-01	8.090611e-02	2.542857e-01
657           	-8.666866e-02	3.572448e-01	3.351609e-01	8.091179e-02	2.542491e-01
658           	-8.664761e-02	3.571673e-01	3.351301e-01	8.091746e-02	2.542127e-01
659           	-8.662657e-02	3.570899e-01	3.350994e-01	8.092312e-02	2.541763e-01
660           	-8.660545e-02	3.570121e-01	3.350685e-01	8.092878e-02	2.541397e-01
661           	-8.658434e-02	3.569343e-01	3.350376e-01	8.093444e-02	2.541031e-01
662           	-8.656334e-02	3.568570e-01	3.350069e-01	8.094010e-02	2.540668e-01
663           	-8.654234e-02	3.567797e-01	3.349762e-01	8.094576e-02	2.540304e-01
664           	-8.652134e-02	3.567025e-01	3.349455e-01	8.095142e-02	2.539941e-01
665           	-8.650026e-02	3.566248e-01	3.349147e-01	8.095707e-02	2.539576e-01
666           	-8.647921e-02	3.565472e-01	3.348838e-01	8.096270e-02	2.539211e-01
667           	-8.645825e-02	3.564701e-01	3.348531e-01	8.096832e-02	2.538848e-01
668           	-8.643731e-02	3.563930e-01	3.348225e-01	8.097394e-02	2.538486e-01
669           	-8.641628e-02	3.563156e-01	3.347917e-01	8.097957e-02	2.538121e-01
670           	-8.639535e-02	3.562386e-01	3.347611e-01	8.098520e-02	2.537759e-01
671           	-8.637435e-02	3.561613e-01	3.347303e-01	8.099083e-02	2.537395e-01
672           	-8.635344e-02	3.560844e-01	3.346998e-01	8.099644e-02	2.537033e-01
673           	-8.633254e-02	3.560075e-01	3.346692e-01	8.100204e-02	2.536671e-01
674           	-8.631157e-02	3.559302e-01	3.346384e-01	8.100763e-02	2.536308e-01
675           	-8.629061e-02	3.558531e-01	3.346077e-01	8.101322e-02	2.535945e-01
676           	-8.626976e-02	3.557763e-01	3.345771e-01	8.101880e-02	2.535583e-01
677           	-8.624890e-02	3.556996e-01	3.345466e-01	8.102439e-02	2.535222e-01
678           	-8.622797e-02	3.556226e-01	3.345159e-01	8.102999e-02	2.534859e-01
679           	-8.620713e-02	3.555459e-01	3.344854e-01	8.103557e-02	2.534498e-01
680           	-8.618622e-02	3.554690e-01	3.344547e-01	8.104115e-02	2.534136e-01
681           	-8.616541e-02	3.553924e-01	3.344242e-01	8.104670e-02	2.533775e-01
682           	-8.614461e-02	3.553159e-01	3.343937e-01	8.105225e-02	2.533415e-01
683           	-8.612373e-02	3.552390e-01	3.343631e-01	8.105781e-02	2.533053e-01
684           	-8.610287e-02	3.551622e-01	3.343324e-01	8.106335e-02	2.532691e-01
685           	-8.608211e-02	3.550859e-01	3.343020e-01	8.106889e-02	2.532331e-01
686           	-8.606135e-02	3.550095e-01	3.342716e-01	8.107444e-02	2.531971e-01
687           	-8.604051e-02	3.549328e-01	3.342410e-01	8.108000e-02	2.531610e-01
688           	-8.601968e-02	3.548562e-01	3.342105e-01	8.108555e-02	2.531249e-01
689           	-8.599895e-02	3.547800e-01	3.341801e-01	8.109108e-02	2.530890e-01
690           	-8.597824e-02	3.547038e-01	3.341497e-01	8.109660e-02	2.530531e-01
691           	-8.595752e-02	3.546277e-01	3.341193e-01	8.110211e-02	2.530172e-01
692           	-8.593673e-02	3.545511e-01	3.340887e-01	8.110762e-02	2.529811e-01
693           	-8.591596e-02	3.544747e-01	3.340581e-01	8.111311e-02	2.529450e-01
694           	-8.589521e-02	3.543983e-01	3.340276e-01	8.111860e-02	2.529090e-01
695           	-8.587458e-02	3.543225e-01	3.339973e-01	8.112409e-02	2.528733e-01
696           	-8.585393e-02	3.542466e-01	3.339671e-01	8.112962e-02	2.528375e-01
697           	-8.583319e-02	3.541703e-01	3.339367e-01	8.113515e-02	2.528015e-01
698           	-8.581246e-02	3.540941e-01	3.339062e-01	8.114066e-02	2.527656e-01
699           	-8.579184e-02	3.540182e-01	3.338759e-01	8.114613e-02	2.527298e-01
700           	-8.577122e-02	3.539425e-01	3.338456e-01	8.115158e-02	2.526940e-01
701           	-8.575054e-02	3.538663e-01	3.338151e-01	8.115704e-02	2.526581e-01
702           	-8.572986e-02	3.537903e-01	3.337847e-01	8.116249e-02	2.526222e-01
703           	-8.570929e-02	3.537146e-01	3.337544e-01	8.116794e-02	2.525865e-01
704           	-8.568871e-02	3.536390e-01	3.337242e-01	8.117340e-02	2.525508e-01
705           	-8.566806e-02	3.535631e-01	3.336939e-01	8.117888e-02	2.525150e-01
706           	-8.564742e-02	3.534872e-01	3.336635e-01	8.118435e-02	2.524792e-01
707           	-8.562688e-02	3.534117e-01	3.336334e-01	8.118979e-02	2.524436e-01
708           	-8.560635e-02	3.533363e-01	3.336032e-01	8.119523e-02	2.524079e-01
709           	-8.558575e-02	3.532605e-01	3.335728e-01	8.120067e-02	2.523722e-01
710           	-8.556515e-02	3.531847e-01	3.335425e-01	8.120609e-02	2.523364e-01
711           	-8.554466e-02	3.531094e-01	3.335123e-01	8.121151e-02	2.523008e-01
712           	-8.552416e-02	3.530341e-01	3.334822e-01	8.121692e-02	2.522653e-01
713           	-8.550359e-02	3.529585e-01	3.334519e-01	8.122235e-02	2.522295e-01
714           	-8.548304e-02	3.528829e-01	3.334216e-01	8.122777e-02	2.521938e-01
715           	-8.546258e-02	3.528077e-01	3.333915e-01	8.123318e-02	2.521583e-01
716           	-8.544204e-02	3.527322e-01	3.333613e-01	8.123860e-02	2.521227e-01
717           	-8.542160e-02	3.526571e-01	3.333312e-01	8.124401e-02	2.520872e-01
718           	-8.540117e-02	3.525821e-01	3.333011e-01	8.124941e-02	2.520517e-01
719           	-8.538065e-02	3.525067e-01	3.332709e-01	8.125480e-02	2.520161e-01
720           	-8.536016e-02	3.524313e-01	3.332407e-01	8.126017e-02	2.519805e-01
721           	-8.533976e-02	3.523564e-01	3.332106e-01	8.126554e-02	2.519451e-01
722           	-8.531929e-02	3.522811e-01	3.331804e-01	8.127091e-02	2.519095e-01
723           	-8.529892e-02	3.522063e-01	3.331504e-01	8.127629e-02	2.518741e-01
724           	-8.527846e-02	3.521311e-01	3.331203e-01	8.128168e-02	2.518386e-01
725           	-8.525809e-02	3.520563e-01	3.330903e-01	8.128706e-02	2.518032e-01
726           	-8.523766e-02	3.519812e-01	3.330602e-01	8.129243e-02	2.517677e-01
727           	-8.521732e-02	3.519065e-01	3.330302e-01	8.129777e-02	2.517324e-01
728           	-8.519690e-02	3.518315e-01	3.330000e-01	8.130311e-02	2.516969e-01
729           	-8.517659e-02	3.517568e-01	3.329701e-01	8.130844e-02	2.516616e-01
730           	-8.515619e-02	3.516819e-01	3.329399e-01	8.131377e-02	2.516262e-01
731           	-8.513581e-02	3.516070e-01	3.329099e-01	8.131911e-02	2.515907e-01
732           	-8.511553e-02	3.515325e-01	3.328800e-01	8.132445e-02	2.515555e-01
733           	-8.509525e-02	3.514581e-01	3.328501e-01	8.132979e-02	2.515203e-01
734           	-8.507489e-02	3.513833e-01	3.328200e-01	8.133512e-02	2.514849e-01
735           	-8.505454e-02	3.513085e-01	3.327900e-01	8.134044e-02	2.514495e-01
736           	-8.503430e-02	3.512342e-01	3.327601e-01	8.134574e-02	2.514143e-01
737           	-8.501398e-02	3.511595e-01	3.327300e-01	8.135104e-02	2.513790e-01
738           	-8.499376e-02	3.510853e-01	3.327002e-01	8.135633e-02	2.513439e-01
739           	-8.497346e-02	3.510107e-01	3.326702e-01	8.136163e-02	2.513085e-01
740           	-8.495325e-02	3.509365e-01	3.326403e-01	8.136693e-02	2.512734e-01
741           	-8.493296e-02	3.508620e-01	3.326104e-01	8.137222e-02	2.512381e-01
742           	-8.491269e-02	3.507875e-01	3.325804e-01	8.137750e-02	2.512029e-01
743           	-8.489252e-02	3.507135e-01	3.325506e-01	8.138278e-02	2.511678e-01
744           	-8.487235e-02	3.506395e-01	3.325208e-01	8.138806e-02	2.511328e-01
745           	-8.485211e-02	3.505651e-01	3.324909e-01	8.139333e-02	2.510975e-01
746           	-8.483187e-02	3.504908e-01	3.324609e-01	8.139859e-02	2.510623e-01
747           	-8.481166e-02	3.504165e-01	3.324310e-01	8.140384e-02	2.510272e-01
748           	-8.479157e-02	3.503428e-01	3.324013e-01	8.140908e-02	2.509922e-01
749           	-8.477145e-02	3.502690e-01	3.323716e-01	8.141434e-02	2.509572e-01
750           	-8.475125e-02	3.501948e-01	3.323417e-01	8.141960e-02	2.509221e-01
751           	-8.473106e-02	3.501207e-01	3.323118e-01	8.142485e-02	2.508870e-01
752           	-8.471089e-02	3.500466e-01	3.322819e-01	8.143008e-02	2.508519e-01
753           	-8.469082e-02	3.499729e-01	3.322522e-01	8.143530e-02	2.508169e-01
754           	-8.467067e-02	3.498990e-01	3.322224e-01	8.144054e-02	2.507819e-01
755           	-8.465062e-02	3.498254e-01	3.321928e-01	8.144578e-02	2.507470e-01
756           	-8.463056e-02	3.497518e-01	3.321631e-01	8.145101e-02	2.507121e-01
757           	-8.461043e-02	3.496779e-01	3.321333e-01	8.145622e-02	2.506771e-01
758           	-8.459031e-02	3.496040e-01	3.321034e-01	8.146141e-02	2.506420e-01
759           	-8.457022e-02	3.495302e-01	3.320736e-01	8.146659e-02	2.506070e-01
760           	-8.455022e-02	3.494569e-01	3.320440e-01	8.147178e-02	2.505722e-01
761           	-8.453023e-02	3.493836e-01	3.320144e-01	8.147699e-02	2.505375e-01
762           	-8.451015e-02	3.493099e-01	3.319847e-01	8.148221e-02	2.505025e-01
763           	-8.449008e-02	3.492362e-01	3.319550e-01	8.148742e-02	2.504676e-01
764           	-8.447003e-02	3.491626e-01	3.319253e-01	8.149260e-02	2.504327e-01
765           	-8.445010e-02	3.490896e-01	3.318957e-01	8.149776e-02	2.503980e-01
766           	-8.443016e-02	3.490164e-01	3.318662e-01	8.150293e-02	2.503633e-01
767           	-8.441013e-02	3.489429e-01	3.318365e-01	8.150810e-02	2.503284e-01
768           	-8.439012e-02	3.488694e-01	3.318067e-01	8.151325e-02	2.502935e-01
769           	-8.437012e-02	3.487960e-01	3.317770e-01	8.151840e-02	2.502586e-01
770           	-8.435013e-02	3.487226e-01	3.317474e-01	8.152356e-02	2.502238e-01
771           	-8.433027e-02	3.486499e-01	3.317180e-01	8.152872e-02	2.501893e-01
772           	-8.431038e-02	3.485769e-01	3.316886e-01	8.153391e-02	2.501547e-01
773           	-8.429040e-02	3.485037e-01	3.316590e-01	8.153908e-02	2.501199e-01
774           	-8.427044e-02	3.484304e-01	3.316293e-01	8.154422e-02	2.500851e-01
775           	-8.425050e-02	3.483572e-01	3.315997e-01	8.154933e-02	2.500503e-01
776           	-8.423066e-02	3.482845e-01	3.315702e-01	8.155443e-02	2.500158e-01
777           	-8.421075e-02	3.482114e-01	3.315406e-01	8.155955e-02	2.499811e-01
778           	-8.419093e-02	3.481387e-01	3.315112e-01	8.156469e-02	2.499465e-01
779           	-8.417102e-02	3.480657e-01	3.314817e-01	8.156983e-02	2.499119e-01
780           	-8.415112e-02	3.479927e-01	3.314522e-01	8.157496e-02	2.498772e-01
781           	-8.413132e-02	3.479202e-01	3.314228e-01	8.158007e-02	2.498427e-01
782           	-8.411146e-02	3.478473e-01	3.313933e-01	8.158517e-02	2.498081e-01
783           	-8.409168e-02	3.477748e-01	3.313639e-01	8.159026e-02	2.497736e-01
784           	-8.407183e-02	3.477020e-01	3.313344e-01	8.159535e-02	2.497390e-01
785           	-8.405199e-02	3.476292e-01	3.313048e-01	8.160042e-02	2.497044e-01
786           	-8.403225e-02	3.475568e-01	3.312755e-01	8.160550e-02	2.496700e-01
787           	-8.401242e-02	3.474841e-01	3.312460e-01	8.161059e-02	2.496354e-01
788           	-8.399261e-02	3.474114e-01	3.312166e-01	8.161568e-02	2.496009e-01
789           	-8.397289e-02	3.473392e-01	3.311873e-01	8.162076e-02	2.495665e-01
790           	-8.395310e-02	3.472666e-01	3.311579e-01	8.162585e-02	2.495320e-01
791           	-8.393339e-02	3.471944e-01	3.311286e-01	8.163091e-02	2.494977e-01
792           	-8.391361e-02	3.471219e-01	3.310992e-01	8.163597e-02	2.494632e-01
793           	-8.389385e-02	3.470494e-01	3.310697e-01	8.164101e-02	2.494287e-01
794           	-8.387410e-02	3.469769e-01	3.310403e-01	8.164605e-02	2.493943e-01
795           	-8.385447e-02	3.469050e-01	3.310111e-01	8.165108e-02	2.493600e-01
796           	-8.383474e-02	3.468327e-01	3.309818e-01	8.165615e-02	2.493256e-01
797           	-8.381501e-02	3.467604e-01	3.309524e-01	8.166121e-02	2.492912e-01
798           	-8.379537e-02	3.466884e-01	3.309233e-01	8.166625e-02	2.492570e-01
799           	-8.377567e-02	3.466162e-01	3.308939e-01	8.167129e-02	2.492226e-01
800           	-8.375597e-02	3.465440e-01	3.308646e-01	8.167631e-02	2.491882e-01
801           	-8.373638e-02	3.464722e-01	3.308354e-01	8.168131e-02	2.491541e-01
802           	-8.371670e-02	3.464001e-01	3.308060e-01	8.168632e-02	2.491197e-01
803           	-8.369704e-02	3.463280e-01	3.307767e-01	8.169133e-02	2.490854e-01
804           	-8.367747e-02	3.462563e-01	3.307476e-01	8.169633e-02	2.490513e-01
805           	-8.365782e-02	3.461843e-01	3.307183e-01	8.170134e-02	2.490170e-01
806           	-8.363826e-02	3.461127e-01	3.306892e-01	8.170634e-02	2.489829e-01
807           	-8.361863e-02	3.460407e-01	3.306599e-01	8.171134e-02	2.489486e-01
808           	-8.359901e-02	3.459688e-01	3.306307e-01	8.171632e-02	2.489143e-01
809           	-8.357940e-02	3.458969e-01	3.306014e-01	8.172130e-02	2.488801e-01
810           	-8.355989e-02	3.458255e-01	3.305724e-01	8.172628e-02	2.488461e-01
811           	-8.354030e-02	3.457537e-01	3.305432e-01	8.173128e-02	2.488119e-01
812           	-8.352080e-02	3.456823e-01	3.305141e-01	8.173626e-02	2.487779e-01
813           	-8.350122e-02	3.456105e-01	3.304849e-01	8.174124e-02	2.487437e-01
814           	-8.348165e-02	3.455388e-01	3.304557e-01	8.174620e-02	2.487095e-01
815           	-8.346210e-02	3.454672e-01	3.304265e-01	8.175115e-02	2.486754e-01
816           	-8.344265e-02	3.453960e-01	3.303975e-01	8.175610e-02	2.486414e-01
817           	-8.342320e-02	3.453248e-01	3.303685e-01	8.176105e-02	2.486075e-01
818           	-8.340367e-02	3.452532e-01	3.303393e-01	8.176601e-02	2.485733e-01
819           	-8.338415e-02	3.451817e-01	3.303102e-01	8.177095e-02	2.485392e-01
820           	-8.336465e-02	3.451103e-01	3.302810e-01	8.177587e-02	2.485052e-01
821           	-8.334027e-02	3.450252e-01	3.302600e-01	8.178972e-02	2.484703e-01
822           	-8.331977e-02	3.449544e-01	3.302327e-01	8.179660e-02	2.484361e-01
823           	-8.330387e-02	3.448933e-01	3.302032e-01	8.179773e-02	2.484055e-01
824           	-8.328731e-02	3.448278e-01	3.301617e-01	8.179354e-02	2.483682e-01
825           	-8.326490e-02	3.447445e-01	3.301341e-01	8.180213e-02	2.483319e-01
826           	-8.324420e-02	3.446703e-01	3.301002e-01	8.180589e-02	2.482943e-01
827           	-8.322654e-02	3.446060e-01	3.300666e-01	8.180677e-02	2.482598e-01
828           	-8.320943e-02	3.445418e-01	3.300349e-01	8.180801e-02	2.482269e-01
829           	-8.318623e-02	3.444596e-01	3.300120e-01	8.181979e-02	2.481922e-01
830           	-8.316552e-02	3.443879e-01	3.299842e-01	8.182658e-02	2.481576e-01
831           	-8.314866e-02	3.443253e-01	3.299562e-01	8.182946e-02	2.481268e-01
832           	-8.313197e-02	3.442607e-01	3.299255e-01	8.183076e-02	2.480947e-01
833           	-8.310940e-02	3.441783e-01	3.299038e-01	8.184249e-02	2.480613e-01
834           	-8.308914e-02	3.441062e-01	3.298765e-01	8.184909e-02	2.480274e-01
835           	-8.307211e-02	3.440428e-01	3.298467e-01	8.185122e-02	2.479954e-01
836           	-8.305521e-02	3.439783e-01	3.298126e-01	8.185110e-02	2.479615e-01
837           	-8.303227e-02	3.438957e-01	3.297877e-01	8.186159e-02	2.479261e-01
838           	-8.301154e-02	3.438228e-01	3.297559e-01	8.186639e-02	2.478895e-01
839           	-8.299448e-02	3.437593e-01	3.297239e-01	8.186745e-02	2.478564e-01
840           	-8.297769e-02	3.436947e-01	3.296912e-01	8.186790e-02	2.478233e-01
841           	-8.295490e-02	3.436123e-01	3.296690e-01	8.187960e-02	2.477894e-01
842           	-8.293432e-02	3.435396e-01	3.296421e-01	8.188673e-02	2.477554e-01
843           	-8.291722e-02	3.434760e-01	3.296141e-01	8.188984e-02	2.477243e-01
844           	-8.290037e-02	3.434114e-01	3.295826e-01	8.189093e-02	2.476917e-01
845           	-8.287749e-02	3.433289e-01	3.295595e-01	8.190227e-02	2.476573e-01
846           	-8.285710e-02	3.432571e-01	3.295294e-01	8.190762e-02	2.476218e-01
847           	-8.284025e-02	3.431943e-01	3.294974e-01	8.190847e-02	2.475890e-01
848           	-8.282369e-02	3.431307e-01	3.294631e-01	8.190788e-02	2.475553e-01
849           	-8.280111e-02	3.430492e-01	3.294398e-01	8.191880e-02	2.475210e-01
850           	-8.278086e-02	3.429781e-01	3.294111e-01	8.192469e-02	2.474864e-01
851           	-8.276396e-02	3.429155e-01	3.293815e-01	8.192679e-02	2.474547e-01
852           	-8.274727e-02	3.428516e-01	3.293495e-01	8.192749e-02	2.474220e-01
853           	-8.272450e-02	3.427698e-01	3.293270e-01	8.193902e-02	2.473880e-01
854           	-8.270402e-02	3.426976e-01	3.292980e-01	8.194500e-02	2.473530e-01
855           	-8.268716e-02	3.426346e-01	3.292673e-01	8.194649e-02	2.473208e-01
856           	-8.267056e-02	3.425705e-01	3.292339e-01	8.194637e-02	2.472875e-01
857           	-8.264793e-02	3.424888e-01	3.292108e-01	8.195748e-02	2.472533e-01
858           	-8.262764e-02	3.424173e-01	3.291816e-01	8.196317e-02	2.472184e-01
859           	-8.261075e-02	3.423545e-01	3.291510e-01	8.196477e-02	2.471863e-01
860           	-8.259409e-02	3.422905e-01	3.291182e-01	8.196500e-02	2.471532e-01
861           	-8.257140e-02	3.422091e-01	3.290955e-01	8.197635e-02	2.471192e-01
862           	-8.255100e-02	3.421373e-01	3.290666e-01	8.198230e-02	2.470843e-01
863           	-8.253419e-02	3.420746e-01	3.290363e-01	8.198397e-02	2.470523e-01
864           	-8.251765e-02	3.420109e-01	3.290036e-01	8.198414e-02	2.470194e-01
865           	-8.249511e-02	3.419298e-01	3.289810e-01	8.199542e-02	2.469856e-01
866           	-8.247481e-02	3.418584e-01	3.289521e-01	8.200125e-02	2.469509e-01
867           	-8.245806e-02	3.417960e-01	3.289217e-01	8.200280e-02	2.469189e-01
868           	-8.244155e-02	3.417325e-01	3.288889e-01	8.200291e-02	2.468860e-01
869           	-8.241912e-02	3.416520e-01	3.288664e-01	8.201407e-02	2.468523e-01
870           	-8.239895e-02	3.415813e-01	3.288376e-01	8.201985e-02	2.468177e-01
871           	-8.238226e-02	3.415192e-01	3.288074e-01	8.202145e-02	2.467860e-01
872           	-8.236573e-02	3.414556e-01	3.287747e-01	8.202160e-02	2.467531e-01
873           	-8.234327e-02	3.413749e-01	3.287521e-01	8.203276e-02	2.467193e-01
874           	-8.232302e-02	3.413036e-01	3.287231e-01	8.203855e-02	2.466846e-01
875           	-8.230627e-02	3.412412e-01	3.286929e-01	8.204018e-02	2.466527e-01
876           	-8.228977e-02	3.411776e-01	3.286604e-01	8.204046e-02	2.466200e-01
877           	-8.226736e-02	3.410971e-01	3.286380e-01	8.205162e-02	2.465863e-01
878           	-8.224712e-02	3.410260e-01	3.286093e-01	8.205751e-02	2.465518e-01
879           	-8.223038e-02	3.409637e-01	3.285793e-01	8.205925e-02	2.465200e-01
880           	-8.221386e-02	3.409001e-01	3.285469e-01	8.205959e-02	2.464873e-01
881           	-8.219150e-02	3.408198e-01	3.285243e-01	8.207067e-02	2.464537e-01
882           	-8.217139e-02	3.407491e-01	3.284957e-01	8.207645e-02	2.464192e-01
883           	-8.215467e-02	3.406869e-01	3.284656e-01	8.207815e-02	2.463875e-01
884           	-8.213818e-02	3.406235e-01	3.284333e-01	8.207846e-02	2.463548e-01
885           	-8.211590e-02	3.405434e-01	3.284107e-01	8.208946e-02	2.463213e-01
886           	-8.209589e-02	3.404732e-01	3.283822e-01	8.209521e-02	2.462870e-01
887           	-8.207924e-02	3.404114e-01	3.283524e-01	8.209695e-02	2.462554e-01
888           	-8.206282e-02	3.403484e-01	3.283202e-01	8.209730e-02	2.462229e-01
889           	-8.204063e-02	3.402687e-01	3.282977e-01	8.210821e-02	2.461895e-01
890           	-8.202059e-02	3.401983e-01	3.282690e-01	8.211394e-02	2.461551e-01
891           	-8.200397e-02	3.401366e-01	3.282392e-01	8.211563e-02	2.461236e-01
892           	-8.198759e-02	3.400737e-01	3.282071e-01	8.211596e-02	2.460911e-01
893           	-8.196544e-02	3.399940e-01	3.281845e-01	8.212682e-02	2.460577e-01
894           	-8.194550e-02	3.399241e-01	3.281560e-01	8.213250e-02	2.460235e-01
895           	-8.192885e-02	3.398623e-01	3.281262e-01	8.213425e-02	2.459920e-01
896           	-8.191243e-02	3.397992e-01	3.280941e-01	8.213462e-02	2.459595e-01
897           	-8.189030e-02	3.397196e-01	3.280715e-01	8.214545e-02	2.459260e-01
898           	-8.187027e-02	3.396491e-01	3.280429e-01	8.215115e-02	2.458917e-01
899           	-8.185367e-02	3.395875e-01	3.280132e-01	8.215291e-02	2.458602e-01
900           	-8.183729e-02	3.395246e-01	3.279812e-01	8.215331e-02	2.458279e-01
901           	-8.181522e-02	3.394452e-01	3.279587e-01	8.216411e-02	2.457945e-01
902           	-8.179524e-02	3.393750e-01	3.279301e-01	8.216982e-02	2.457603e-01
903           	-8.177867e-02	3.393136e-01	3.279004e-01	8.217155e-02	2.457289e-01
904           	-8.176235e-02	3.392510e-01	3.278685e-01	8.217189e-02	2.456966e-01
905           	-8.174034e-02	3.391718e-01	3.278460e-01	8.218264e-02	2.456633e-01
906           	-8.172054e-02	3.391024e-01	3.278176e-01	8.218825e-02	2.456293e-01
907           	-8.170403e-02	3.390411e-01	3.277879e-01	8.218991e-02	2.455980e-01
908           	-8.168774e-02	3.389788e-01	3.277559e-01	8.219019e-02	2.455657e-01
909           	-8.166579e-02	3.388998e-01	3.277334e-01	8.220089e-02	2.455325e-01
910           	-8.164601e-02	3.388303e-01	3.277050e-01	8.220647e-02	2.454985e-01
911           	-8.162953e-02	3.387693e-01	3.276752e-01	8.220809e-02	2.454672e-01
912           	-8.161328e-02	3.387070e-01	3.276432e-01	8.220835e-02	2.454349e-01
913           	-8.159137e-02	3.386281e-01	3.276208e-01	8.221904e-02	2.454018e-01
914           	-8.157152e-02	3.385584e-01	3.275923e-01	8.222464e-02	2.453677e-01
915           	-8.155505e-02	3.384973e-01	3.275627e-01	8.222627e-02	2.453364e-01
916           	-8.153881e-02	3.384350e-01	3.275307e-01	8.222654e-02	2.453042e-01
917           	-8.151691e-02	3.383562e-01	3.275083e-01	8.223725e-02	2.452711e-01
918           	-8.149708e-02	3.382865e-01	3.274799e-01	8.224287e-02	2.452370e-01
919           	-8.148063e-02	3.382254e-01	3.274502e-01	8.224450e-02	2.452057e-01
920           	-8.146441e-02	3.381633e-01	3.274183e-01	8.224474e-02	2.451736e-01
921           	-8.144257e-02	3.380847e-01	3.273960e-01	8.225544e-02	2.451406e-01
922           	-8.142290e-02	3.380157e-01	3.273678e-01	8.226098e-02	2.451068e-01
923           	-8.140651e-02	3.379550e-01	3.273381e-01	8.226254e-02	2.450756e-01
924           	-8.139036e-02	3.378932e-01	3.273061e-01	8.226269e-02	2.450434e-01
925           	-8.136859e-02	3.378149e-01	3.272839e-01	8.227334e-02	2.450105e-01
926           	-8.134889e-02	3.377457e-01	3.272555e-01	8.227887e-02	2.449766e-01
927           	-8.133256e-02	3.376852e-01	3.272259e-01	8.228038e-02	2.449455e-01
928           	-8.131646e-02	3.376236e-01	3.271940e-01	8.228053e-02	2.449135e-01
929           	-8.129474e-02	3.375455e-01	3.271718e-01	8.229118e-02	2.448807e-01
930           	-8.127513e-02	3.374767e-01	3.271437e-01	8.229671e-02	2.448470e-01
931           	-8.125879e-02	3.374161e-01	3.271140e-01	8.229822e-02	2.448158e-01
932           	-8.124268e-02	3.373544e-01	3.270820e-01	8.229833e-02	2.447837e-01
933           	-8.122097e-02	3.372763e-01	3.270599e-01	8.230896e-02	2.447509e-01
